SMILES,MW (desalted),ClogP,HBD,TPSA,RotBonds
OCCCCCN1CCC(Cc2ccccc2)CC1,261.402,3.447,1,23.47,7
CC(C)(C)c1csc(CC2CCN(C(=O)c3ccc[nH]3)CC2)n1,331.476,2.921,1,48.99,4
CCCCn1c(S(=O)(=O)Cc2ccc(C)cc2)nc(C)c1C,320.45,3.884,0,51.96,6
O=C(NCCc1ccc2c(c1)CCO2)Nc1cccc(-n2ccnn2)c1,349.386,3.091,2,81.07,5
CN(C)S(=O)(=O)[C@@H]1CN(C(=O)Nc2ccn(C)n2)C[C@H]1C(F)(F)F,369.363,-0.082,1,87.54,3
COCCN1CCC(CNC(=O)c2cc(C)nc3ccccc23)CC1,341.447,2.851,1,54.46,6
COC(=O)c1cc(NS(=O)(=O)c2cc(F)cc(F)c2)ccc1Cl,361.748,3.616,1,72.47,4
Cc1nc(-c2ccccc2)ccc1C(=O)NCC1CCCNC1,309.405,2.596,2,54.02,4
COc1cc(C(=O)O)ccc1CCNC(=O)c1ccc(C)s1,319.375,3.176,2,75.63,6
O=C(NC1CC(C(=O)O)c2ccccc21)C1CCOC1,275.3,0.816,2,75.63,3
O=C(NCc1ccc(-c2nnn[nH]2)cc1)C1CCCCN1C(=O)c1cccs1,396.466,2.319,2,103.87,5
Cc1n[nH]c(C)c1CC(=O)N[C@H]1CCC[C@H]1Oc1cn[nH]c1,303.36,0.908,3,95.69,5
CC1(CO)CCN(C(=O)c2ccc(S(C)(=O)=O)cc2)CC1,311.397,-0.372,1,74.68,3
Cc1cc(CNC(=O)[C@@H]2Cc3ccccc3O[C@H]2C(F)F)cc(=O)[nH]1,348.344,1.39,2,67.43,4
CCc1nc[nH]c1C(=O)N1CCC(c2nccc(C(F)(F)F)n2)C1,339.316,0.354,1,74.77,4
COc1cc(N2CCN(C(=O)c3cc(Cl)c[nH]3)CC2)ncn1,321.762,1.825,1,74.35,3
NC(=O)[C@H]1CCO[C@@H]1C1CCN(Cc2cccc3cccnc23)CC1,339.431,1.201,1,68.45,4
CN(C)C(=O)[C@H]1CC[C@@H](C2CCN(c3cc(C#N)cnn3)CC2)O1,329.397,-0.158,0,82.35,3
O=C(CCc1nnc(-c2ccccc2)o1)NC1c2ccccc2CC1O,349.383,0.855,2,88.25,5
Cc1cc(C(=O)N[C@H]2CCC[C@H]2Oc2cn[nH]c2)n(C)n1,289.333,1.169,2,84.83,4
N#Cc1ccc(CC(=O)N2CCC([C@@H]3CC[C@H](C(N)=O)O3)CC2)cc1,341.404,0.164,1,96.42,4
Cc1ccc(C(=O)NC2(CC(=O)O)CCCC2)cc1C,275.343,3.132,2,66.4,4
CCn1ccnc1[C@@H]1OCC[C@H]1NC(=O)c1cc2c(C)cccc2o1,339.388,1.874,1,69.29,4
CC1(C(=O)O)CCCN1CC(=O)Nc1ccc(Cl)cc1,296.749,3.205,2,69.64,4
Cn1nc(C2CC2)cc1CNC(=O)CN1CCCCC(O)C1=O,320.387,0.489,2,87.46,5
Cc1ccc(C)c(N2CCN(C(=O)Nc3cnc(C4CC4)nc3)CC2)c1,351.445,3.598,1,61.36,3
CC(C)COc1ccc(NS(=O)(=O)c2ccc(OCC(=O)O)c(Cl)c2)cc1Cl,448.318,4.76,2,101.93,8
NC(=O)c1ccc(C(=O)N2CCCC(c3cc(C(F)(F)F)[nH]n3)C2)s1,372.365,1.372,2,92.08,4
CC1Oc2c(cccc2C(=O)NC2COc3ccccc3C2)NC1=O,338.357,2.376,2,76.66,2
Cc1ccc(C(=O)NCCNC(=O)NC2c3ccccc3CC2O)cc1,353.415,2.29,4,90.46,5
O=C(Cc1csc(C2CC2)n1)NC1CCN(c2ncc[nH]c2=O)C1,345.419,-0.746,2,86.69,5
COCCN1CCC(NC(=O)c2cc(=O)c(OC)co2)CC1,310.346,-0.8,1,77.1,6
COc1cc(C(=O)N2CCCc3ccnc(N(C)C)c32)ncn1,313.354,1.118,0,71.45,3
CC(C)c1ccc(Cl)c(S(=O)(=O)NCCC(=O)O)c1,305.778,2.909,2,83.47,5
COc1cc(=O)[nH]cc1C(=O)N[C@@H]1CCO[C@H]1c1ccc(Cl)cc1,348.781,1.195,2,76.66,4
Cc1noc(C)c1CC(=O)Nc1cc(C2CCCC2)nn1C,302.371,1.469,1,72.95,4
CCn1ccnc1C(NC(=O)c1cccc(C)n1)C1CCOCC1,328.409,1.33,1,69.04,5
Cc1ccc2[nH]c(C3CCCN(C(=O)c4occc4C(C)C)C3)nc2c1,351.442,3.653,1,62.13,3
CC(C)(C)CC(=O)NCC(=O)N1CCCC(Nc2ccccc2)C1,331.452,2.938,2,61.44,6
Cc1nc(-c2ccccc2)ccc1C(=O)NCCC1CCCNC1,323.432,3.125,2,54.02,5
CCn1ncc(Cl)c1C(=O)N[C@H]1CCC[C@H]1Oc1cn[nH]c1,323.778,1.34,2,84.83,5
COc1ccc(S(=O)(=O)N[C@@H](CC(C)C)C(=O)O)c(C)c1F,333.376,3.372,2,92.7,6
Cc1ccc(CN2C(=O)CCC2C(=O)NCc2cn(C)cn2)cc1,326.393,0.689,1,67.23,5
CC(C)C(=O)N1CCOCC1CC(=O)O,215.246,0.201,1,66.84,3
O=C(NCc1cncc(O)c1)[C@@H]1C[C@H]1c1ccco1,258.273,1.058,2,75.36,4
COCc1nc2n(n1)CC(NC(=O)COc1ccccc1F)CC2,334.345,0.492,1,78.27,6
Cc1c(NC(=O)Nc2ccc3c(c2)COC3)cnn1C1CCCC1,326.393,2.267,2,68.18,3
CN(C)C(=O)CCNC(=O)N1CCC(NC(=O)c2ccccc2)CC1,346.424,0.22,2,81.75,5
CC(=O)NC1CCCN(C(=O)c2cccc3c2OC(C)C(=O)N3)C1,331.366,0.378,2,87.74,2
CN(Cc1ccccc1N1CCCC1)C(=O)NC1CCc2[nH]ncc2C1,353.461,1.575,2,64.26,4
Cc1cncc(CNC(=O)[C@@H]2Cc3ccccc3O[C@H]2C(F)F)c1,332.345,2.607,1,51.22,4
O=C(Cc1cnccc1C(F)(F)F)N[C@H]1CCC[C@H]1Oc1cn[nH]c1,354.327,1.904,2,79.9,6
Cn1nc(C(=O)N2CCNC(=O)c3ccccc32)cc1C(F)F,320.294,-0.086,1,67.23,2
COc1cccc(C(=O)N2CCC([C@@H]3CC[C@H](C(N)=O)O3)CC2)c1F,350.385,0.487,1,81.86,4
Cn1nc(CNC(=O)[C@@H]2OCCO[C@@H]2c2ccccc2)cc1C1CC1,341.404,1.096,1,65.38,5
O=C(Nc1cc2c(cc1Cl)OCCO2)N1CCc2c(Cl)cccc2C1,379.237,3.592,1,50.8,1
O=C(c1cc[nH]c1C1CC1)N1CCCC(c2ncc(C(F)(F)F)[nH]2)C1,352.354,1.978,2,64.78,4
CC(=O)NCc1ccc(C(=O)N2CCCC2C(=O)Nc2nccs2)cc1,372.441,0.509,2,91.4,5
CC(=O)N(C)C1CCN(C(=O)c2cccc3c2OC(C)C(=O)N3)CC1,345.393,-0.618,1,78.95,2
Cc1noc(C2CCN(C(=O)NCc3ccnc(OC(C)C)c3)CC2)n1,359.423,1.429,1,93.38,5
CC(C)(C)NC(=O)c1cccc(NC(=O)N[C@@H]2c3ccccc3C[C@@H]2O)c1,367.442,2.43,4,90.46,4
COc1cncc(CNC(=O)[C@@H]2Cc3ccccc3O[C@H]2C(F)F)c1,348.344,2.528,1,60.45,5
Cn1nc(NC(=O)C2CCCN2C(=O)c2ccccc2)c2ccccc21,348.398,2.37,1,67.23,3
O=C(NCCC1(O)CCOCC1)[C@H]1CC[C@H](Nc2ncccn2)CC1,348.44,-0.308,3,96.37,6
COc1cc(CCNC(=O)C2CCc3nc(C)nn3C2)ccc1Cl,348.827,1.619,1,69.04,5
O=C(Nc1cnc(C2CC2)nc1)N1CCCN(c2ccccc2)CC1,337.419,2.498,1,61.36,3
Cc1coc2ccc(NC(=O)Nc3cnn(C4CCCC4)c3C)cc12,338.404,3.842,2,72.09,3
Cc1ccc(S(=O)(=O)NCC(C(=O)O)C(C)C)c(F)c1,303.35,2.948,2,83.47,5
CCOc1ncccc1C(=O)NCCN1CCc2sccc2C1,331.433,3.288,1,54.46,6
COc1cccc(OC)c1C(=O)NCc1cccnc1N1CCC(C(N)=O)CC1,398.456,0.371,2,106.78,7
O=C(Cc1ccc(Cl)s1)NC1CCN(c2ncc[nH]c2=O)C1,338.813,0.368,2,73.8,4
Cc1cc(C)c(CC(=O)NC2CCN(c3ncc[nH]c3=O)C2)s1,332.421,0.561,2,73.8,4
CCc1nn(C)cc1C(=O)NC1CCCN(Cc2c(F)cccc2F)C1,362.417,2.862,1,50.16,5
O=C(c1cc[nH]n1)N1CCC(c2ccccc2)(N2CCCC2)CC1,324.42,1.723,1,52.23,3
N#CCc1ccccc1CC(=O)N1CCC([C@@H]2CC[C@H](C(N)=O)O2)CC1,355.431,0.103,1,96.42,5
NC(=O)C1(O)CCCN(C(=O)c2ccccc2Oc2ccccc2)C1,340.373,1.965,2,92.86,4
Cc1noc(C)c1C(=O)N1CCCN(c2cccnn2)CC1,301.344,-0.211,0,75.36,2
Cc1ccc(F)c(CC(=O)N2CCC(c3nnc4ccccn34)CC2)c1,352.405,2.237,0,50.5,3
Cc1ccc(C(=O)N2CCC(Nc3cccnn3)CC2)c(Cl)c1,330.812,2.14,1,58.12,3
CCc1nc(C2(NC(=O)c3ccnn3C(C)C)CCCC2)no1,317.386,1.818,1,85.84,5
CNC(=O)Nc1ccc(C(=O)N2CCCC(n3cc(C)cn3)C2)cc1,341.408,1.189,2,79.26,3
CCOc1ccc(CN2CCC[C@H](C(=O)O)C2)cc1,263.332,0.531,1,49.77,5
COc1cc2c(cc1OC)C(CC(=O)O)N(C(=O)c1c(C)noc1C)CC2,374.388,1.627,1,102.1,5
O=C(CN1CCCCC(O)C1=O)NC1(c2ccccc2)COC1,318.368,1.903,2,78.87,4
O=C(Nc1cnn(CC2CCCO2)c1)N[C@H]1CC[C@H](O)CC1,308.376,-0.025,3,88.41,4
Cc1nc(N2CCN(C(=O)c3cc(F)c(C)cc3F)CC2)c2cnn(C)c2n1,386.399,2.272,0,67.15,2
Cc1cnn(C2CCCN(C(=O)c3n[nH]c(=O)c4ccccc34)C2)c1,337.376,-0.188,1,79.59,2
Cc1noc([C@@H]2C[C@@H](O)[C@@H](CNC(=O)c3cccn3C3CC3)C2)n1,330.382,0.63,2,93.18,5
Cc1cc(C)c(CNC(=O)N2CCCC(N3CCCS3(=O)=O)C2)c(=O)[nH]1,382.478,-0.407,2,98.82,3
Cc1ccc(C2(CNC(=O)N3CCC(N4CCNC4=O)CC3)CCCC2)c(C)c1,398.542,2.989,2,64.68,4
O=C(c1cn([C@@H]2COC[C@H]2O)nn1)N1CCC2(C1)Oc1ccccc1O2,358.349,-0.774,1,98.94,2
Cc1ncc(C(=O)N[C@H]2CCC(=O)N[C@@H]2C2CCCO2)c(C)n1,318.371,-0.38,2,93.21,3
Cc1noc(C2CC(=O)N(C3CN(c4ncc(C#N)cc4Cl)C3)C2)n1,358.782,-0.455,0,99.15,3
Cc1n[nH]c(CC(=O)NC(c2ccc(Cl)cc2)C(F)(F)F)n1,332.709,2.05,2,70.67,5
O=C(NCc1ccc(Cl)cc1F)N[C@H]1CC[C@@H](CO)C1,300.756,2.08,3,61.36,4
Cn1ncc2cc(C(=O)N[C@H]3CCC(=O)N[C@@H]3C3CCCO3)cnc21,343.38,-0.393,2,98.14,3
Cc1nc(S(=O)(=O)N2CCC=C(c3cnn(C)c3)C2)cn1C,321.398,0.415,0,73.02,2
Cc1ccn(C)c1C(=O)NC[C@H]1C[C@H](c2nc(C3CC3)no2)C[C@H]1O,344.408,0.649,2,93.18,5
Cc1cnn(CC(=O)NCC(C(=O)O)C2CCOCC2)c1,295.334,-0.241,2,93.45,6
Cc1noc(CCNC(=O)N2C[C@@H]3Oc4c(F)ccc(F)c4O[C@@H]3C2)n1,366.319,1.1,1,89.72,3
O=C(NCc1nnc(C2CC2)s1)N1CCC(c2c[nH]c3ccc(F)cc23)CC1,399.485,2.375,2,73.91,4
Cc1noc(C2CC(=O)N(C3CN(C(=O)c4cccn4C(C)C)C3)C2)n1,357.407,-0.382,0,84.47,4
CC1=CCCN(C(=O)c2cn([C@@H]3COC[C@H]3O)nn2)C1,278.307,-0.839,1,80.48,2
O=C(NC1(c2ccc(F)cc2)CCOCC1)c1cc(F)c[nH]1,306.307,2.078,2,54.12,3
CC(Cc1ccc(OC(F)(F)F)cc1)C(=O)NCc1cscn1,344.352,2.728,1,51.22,7
Cc1cc(CC(=O)N[C@H]2COC[C@H]2Oc2cnn(C)c2)n(C)n1,319.359,-0.259,1,83.2,5
O=C(O)C1c2ccccc2CCN1C(=O)Cc1ccc2c(c1)OCO2,339.342,2.851,1,76.07,3
Cn1cccc1C(=O)NC[C@H]1C[C@H](c2nc(C3CC3)no2)C[C@H]1O,330.382,0.49,2,93.18,5
CC(C)Oc1ccc(CN2C3CCC2C(C(=O)O)C3)cc1Cl,323.814,1.219,1,49.77,5
CS(=O)(=O)NCC1COCCN1C(=O)Nc1ccc2c(c1)OC(F)(F)O2,393.363,2.127,2,106.2,3
CCC(NC(=O)c1ccc(C(=O)O)nc1)c1nc(C(F)(F)F)cs1,359.324,2.577,2,92.18,6
COc1cccc(C(=O)N2CCC(C(=O)O)(C(F)(F)F)C2)c1F,335.251,1.366,1,66.84,4
O=C([O-])C1CCC(C(=O)NCCn2cccc2)N1Cc1ccccc1.[Na+],341.404,-0.157,1,77.4,7
COc1ccccc1C1(CNC(=O)N[C@@H]2CCO[C@H]2c2nccn2C)CCC1,384.472,1.971,2,77.41,6
COCCNC(=O)[C@@H](c1ccccc1)N1Cc2ccccc2C1=O,324.374,2.197,1,58.64,6
Cc1cc(CC(=O)N[C@H]2COC[C@H]2Oc2cnn(C)c2)on1,306.317,-0.395,1,91.41,5
CCc1noc(C)c1CNC(=O)C1CCc2nncn2C1,289.333,-0.897,1,85.84,4
COc1cc(C(=O)NC[C@H]2C[C@H](c3nc(C)no3)C[C@H]2O)ccc1C,345.393,1.054,2,97.48,5
O=C(O)[C@@H]1CN(C(=O)Cc2ccc(OC(F)F)cc2)C[C@H]1c1ccccc1,375.366,3.009,1,66.84,6
CN1CCC(C(=O)NCCc2cccc(OCC(F)(F)F)c2)S1(=O)=O,380.383,1.698,1,75.71,7
CC(C)(CC(=O)N1CCc2ccccc2C1C(=O)O)C(F)(F)F,329.314,2.357,1,57.61,4
Cc1onc(-c2ccccc2Cl)c1C(=O)NCC1CCN(c2ccccc2)C1,395.882,3.4,1,58.37,5
Cc1ccc(Cl)cc1N1CCN(C(=O)c2cn(CCN)nn2)CC1,348.831,1.416,1,80.28,4
Cn1cc(CNC(=O)c2ncoc2C(F)(F)F)cn1,274.199,-0.505,1,72.95,4
O=C(NCCc1ccccc1)[C@@H](c1ccccc1)N1Cc2ccccc2C1=O,370.444,3.91,1,49.41,6
CCOCC1CCN(C(=O)c2cc(S(=O)(=O)Nc3ccc(OCC)cc3)ccc2C)C1,446.56,2.95,1,84.94,8
COc1cc(Cl)c(C(=O)N[C@@H]2C[C@@H](O)C23CCOCC3)cc1OC,355.813,0.523,2,77.02,4
COc1cc(C(=O)NC[C@H]2C[C@H](c3nc(C)no3)C[C@H]2O)ccc1F,349.357,0.635,2,97.48,5
Cc1cc(OC(F)F)c(C(=O)N2C[C@H](c3ccccc3)[C@@H](C(=O)O)C2)s1,381.394,3.072,1,66.84,5
CCn1cc(C(=O)NCC(C(=O)O)C2CCOCC2)c(C2CC2)n1,335.398,-0.106,2,93.45,7
CC1(C)CN(C(=O)NCc2cccc(C(F)(F)F)n2)CC(C(F)(F)F)O1,385.305,2.989,1,54.46,4
CCc1ocnc1C(=O)N[C@H]1COC[C@H]1Oc1cnn(C)c1,306.317,0.416,1,91.41,5
O=C(O)c1ccc(CN2CCCN(CC3CCCCC3)CC2)cc1,330.464,2.361,1,43.78,5
CC(C)c1cc(C(=O)N2CCOCC2c2ncn(CC(F)(F)F)n2)on1,373.33,-0.134,0,86.28,5
O=C(NCc1cccs1)[C@@H](c1ccccc1)N1Cc2ccccc2C1=O,362.445,3.34,1,49.41,5
CCOc1ccc(NS(=O)(=O)c2ccc(C)c(C(=O)N3CCN(C(=O)C(C)C)CC3)c2)cc1,473.585,3.263,1,96.02,6
COc1cc(Cl)ccc1CNC(=O)c1cnn(C2CCCNC2)c1,348.827,2.271,2,68.18,5
O=C(NCc1ccc(Cl)cc1F)N1CC(F)CC1CO,304.72,2.266,2,52.57,3
C[C@H]1C[C@H](NC(=O)c2sccc2F)c2ccsc2S1(=O)=O,345.433,1.176,1,63.24,2
O=C(O)c1cnc(C(=O)NCc2ccn(C3CCCC3)n2)cn1,315.327,1.415,2,110.0,5
COCC1(C2CCC2)CN(C(=O)NC2CCN(S(=O)(=O)C(C)C)CC2)C1,387.537,0.439,1,78.95,5
O=C(N[C@@H]1C[C@@H](O)C12CCOCC2)c1ccc(N2CCOCC2)cc1,346.421,0.31,2,71.03,3
Cc1ccc(CNC(=O)N2CCC(Oc3ccc(Cl)cc3)C2)c(=O)n1C,375.849,2.51,1,61.88,4
COCCN1CCC(NC(=O)c2c(-c3ccccc3Cl)noc2C)CC1,377.865,1.923,1,67.6,6
CCNc1ncnc2cc(C(=O)NCc3c[nH]nc3C)ccc12,310.354,2.115,3,95.59,5
CC(C)[C@@H](NC(=O)c1cccc(N2CCCC2=O)c1)C(=O)O,304.341,1.851,2,86.71,5
Cc1nccn1C1CCCN(C(=O)c2cc3ccccc3c(=O)[nH]2)C1,336.388,0.481,1,67.23,2
O=C(NCC(C(=O)O)C1CCOCC1)c1cccnc1C(F)(F)F,346.302,-0.222,2,88.52,6
CNC(=O)C1(COC)CCCN1C(=O)c1ccsc1Cl,316.804,1.515,1,58.64,4
CCn1ccnc1C1CCCCN1C(=O)Nc1ccnnc1,300.359,0.516,1,75.94,3
O=C(O)CC1CSCCN1C(=O)Cn1ncc2ccccc21,319.379,2.209,1,75.43,4
CNC(=O)C1Cn2c(C)nnc2CN1C(=O)Cc1cccc(C2CC2)c1,353.418,0.38,1,80.12,4
NS(=O)(=O)C1CCCN(C(=O)c2cccc3cnccc23)C1,319.379,0.151,1,93.36,2
CCCS(=O)(=O)CC(=O)N1CCN(c2ccc(C#N)cn2)CC1,336.409,0.352,0,94.37,5
CCc1cnccc1C(=O)NC[C@@H]1CCO[C@@H]1c1nnc(C)[nH]1,315.37,-0.593,2,92.79,5
Cc1noc(C2CC(=O)N(C3CN(C(=O)C4(C)COC4)C3)C2)n1,320.344,-0.797,0,88.77,3
Cc1cc(C)n(C2CN(Cc3cccc4cccnc34)C2)n1,292.378,2.511,0,33.95,3
COCc1nc2n(n1)CC(NC(=O)c1ccc(CCC(F)(F)F)cc1)CC2,382.38,1.162,1,69.04,7
Cn1cc(Cl)c(C(=O)NC[C@@H]2CCCO[C@H]2c2ccnn2C)n1,337.805,-0.765,1,73.97,4
O=C(O)[C@@H]1CN(C(=O)c2cccc(OC(F)F)c2)C[C@H]1c1ccccc1,361.339,2.843,1,66.84,5
Cc1ccc(C2CCN(C(=O)c3cn([C@@H]4COC[C@H]4O)nn3)CC2)cn1,357.407,-0.664,1,93.37,3
O=C(C1CC1)N1CCC2C(C1)NC(=O)N2C1CCN(CC2CCCCC2)CC1,388.547,1.155,1,55.89,4
CCCc1ncc(CNC(=O)C2COc3cc(OC)ccc3C2)o1,330.378,2.135,1,73.59,6
Cc1cnn(CCNC(=O)NC2COc3c(C)cccc3C2)c1,314.382,2.747,2,68.18,4
Cc1[nH]c(=O)[nH]c1C(=O)NC1(c2cccc(F)c2)CC1,275.278,1.167,3,70.23,3
Cc1cn2nc(NC3CCN(C(=O)c4nnc(C)s4)C3)ccc2n1,343.407,0.335,1,88.31,3
Cc1cc(C)n(C2CN(CC(=O)NCc3ccccn3)C2)n1,299.371,0.491,1,63.05,5
COc1cccc2c(C)c(C(=O)N[C@H]3COC[C@H]3Oc3cn[nH]c3)oc12,357.361,2.303,2,98.61,5
CCc1nnc([C@H]2CCCN(C(=O)CCc3c(C)nn(C)c3C)[C@H]2C)o1,359.466,-0.502,0,77.05,5
CC(=O)c1ccc(C(=O)N2CCCC2c2nc3cc(C)ccc3[nH]2)s1,353.438,2.77,1,66.06,3
CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)c1cc(C#N)[nH]c1C)C2,316.355,0.354,2,98.22,2
Cc1ccnc(NC(=O)[C@H]2CCCN2C(=O)c2ccccc2)c1C1CC1,349.426,2.288,1,62.3,4
COc1cc2c(cc1OC)C(CC(=O)O)N(C(=O)c1ccc[nH]1)CC2,344.362,1.606,2,91.86,5
Cc1ncc(C(=O)Nc2ccc3c(c2F)CCNC3)c(C)n1,300.331,0.8,2,66.91,2
O=C1CC[C@@H](NC(=O)c2ccccc2Cn2ccnn2)[C@H](C2CC2)N1,339.392,-0.242,2,88.91,5
O=C(O)c1ccc(CN2CCCN(C(=O)CC3CCCC3)CC2)cc1,344.448,0.756,1,60.85,5
CC1Oc2ccccc2OC1C(=O)NCc1cc(F)cc(F)c1,319.303,3.434,1,47.56,3
Cc1cc(S(=O)(=O)N2CCNC(C)C2)ccc1F,272.339,2.43,1,49.41,1
CCc1nnc([C@H]2CCCN(C(=O)Cn3ccccc3=O)[C@H]2C)o1,330.382,-0.314,0,79.54,4
O=C(CCc1nn[nH]n1)N1CCCC1c1ccccc1Cl,305.763,0.965,1,74.77,4
CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)c1n[nH]c3c(OC)cccc13)C2,358.392,1.357,2,96.55,3
C[C@H](NC(=O)N1CCC(Oc2ncccc2F)CC1)c1nc2ccccc2[nH]1,383.419,2.247,2,83.14,4
Cc1cccc(C(=O)NC[C@@H]2C[C@@H](c3nnc[nH]3)C[C@@H]2O)c1Cl,334.801,0.279,3,90.9,4
O=C(O)C(CNS(=O)(=O)c1ccc(F)cc1F)C1CCOCC1,349.35,1.491,2,92.7,5
CC(C)(CC(=O)N(Cc1ccncc1)C1CC1)c1ccccc1,308.417,2.948,0,33.2,6
Cc1coc(C)c1C(=O)NC[C@H]1CCC(=O)N(C)[C@@H]1c1cnn(C)c1,344.408,0.186,1,80.37,4
Cc1cc(C)n(C2CCCN(C(=O)c3ccc(C#N)c(C)n3)C2)n1,323.392,1.033,0,74.81,2
O=C(N[C@H]1CC[C@H](O)CC1)N1CCC(Cc2cccc(F)c2)CC1,334.428,2.805,2,52.57,3
CC1c2ccccc2CN1C(=O)Nc1cnc(N2CCNCC2)nc1,338.407,1.511,2,73.39,2
COc1nccc(NC(=O)N2CCN(c3ccccc3)CC2)n1,313.354,2.613,1,70.59,3
CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)Cn1ccc3ccccc31)C2,341.404,2.532,1,63.57,3
Cc1c(C(=O)Nc2ccc(CC(=O)O)cc2)cnn1C1CCOCC1,343.377,0.022,2,93.45,5
CC1NC(=O)CCC1NC(=O)CCc1nc2c(F)cccc2[nH]1,318.346,0.427,3,86.88,4
COCCOc1ccccc1C(=O)NCC(C(=O)O)C1CCOCC1,351.394,0.774,2,94.09,9
CC(CC(=O)N(Cc1ccncc1)C1CC1)c1c[nH]c2ccccc12,333.427,2.539,1,48.99,6
O=C(O)C1COCCN1C(=O)c1ccc(OCC(F)(F)F)cc1,333.26,1.689,1,76.07,5
Cc1ccc(C2C(C(=O)O)CCC(=O)N2CCc2cccnc2)s1,344.428,1.852,1,70.5,5
CC(C)(C)C1=CCN(C(=O)NCc2ccnc(OC3CCOCC3)c2)CC1,373.489,2.986,1,63.69,5
CCCC1C(=O)NCCN1C(=O)Cn1nc(C)oc1=O,282.296,0.668,1,91.31,4
Cn1nc(CN2CCCCC(NC(=O)CC3(C)CC3)C2=O)n(C)c1=O,349.428,0.374,1,85.32,5
CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)c1ccc(C)c(F)c1F)C2,338.349,1.917,1,58.64,2
CC1C(=O)NCCCN1Cc1nnnn1CC1CCOCC1,308.379,-0.466,1,85.17,4
Cc1cc(Cl)ccc1C(=O)N1CCOCC1C(=O)O,283.708,1.963,1,66.84,2
COCC1(C(=O)O)CCN(C(=O)c2cc(OC)c(OC)cc2C)C1,337.368,1.015,1,85.3,6
Cc1cc(NC(=O)C(C)N(C)Cc2c(F)cccc2F)on1,309.311,2.679,1,58.37,5
CO[C@@H]1CC(c2ncc[nH]2)N(C(=O)c2cc(=O)[nH]c3ccc(F)cc23)C1,356.351,0.164,2,87.32,3
CC(NC(=O)CCN1CCn2c(nnc2C2CC2)C1)c1ccccc1,339.435,0.964,1,63.05,6
O=C(NC1CCCc2ccccc21)C1CC(O)CN1c1ccncn1,338.404,1.22,2,78.35,3
CC(=O)NCC1(c2ccccc2)CCOCC1,233.306,0.731,1,38.33,3
CNC(=O)[C@H]1CC[C@@H](C(=O)O)N(Cc2cccc(OC)c2Cl)C1,340.802,0.428,2,78.87,5
O=C(O)C(CNC(=O)C1CC12CCOCC2)Cc1ccc2ccccc2c1,367.438,2.244,2,75.63,6
Cc1cccc(C(=O)NC[C@@H]2C[C@@H](c3nnc[nH]3)C[C@@H]2O)c1F,318.346,0.129,3,90.9,4
CCCC(=O)Nc1ccc(S(=O)(=O)Nc2nnc(CC)s2)cc1,354.448,2.223,2,101.05,6
O=C(NCC(C(=O)O)C1CCOCC1)c1ccccc1-n1cccn1,343.377,1.2,2,93.45,6
CC(CC(=O)N(Cc1ccncc1)C1CC1)c1ccccc1F,312.381,2.692,0,33.2,6
Cn1nc(C(=O)N2CCCC2Cn2cccn2)c2ccccc2c1=O,337.376,0.197,0,70.8,3
Cc1nc(C2CCCN(c3ccnc(N(C)C)n3)C2)no1,288.348,1.122,0,71.18,3
Cc1nn(CC(=O)N2CCNC(=O)C2C(C)C)c(=O)o1,282.296,0.538,1,91.31,3
Cc1n[nH]c(CC(=O)N2CCCC2c2ccccc2C)n1,284.356,1.543,1,61.88,3
COC(CC(=O)N1CCCC(C(=O)O)C1)C(F)(F)F,283.244,1.128,1,66.84,5
CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)c1ccc(-n3cccc3)cc1)C2,353.415,2.438,1,63.57,3
Cn1ccnc1C1CNCCN1C(=O)c1cnc2ccc(F)cc2c1,339.367,1.049,1,63.05,2
O=C(NC[C@@H]1C[C@@H](c2nnc[nH]2)C[C@@H]1O)c1ccc(Cl)cc1F,338.765,0.413,3,90.9,4
Cc1ccc(OCC(=O)NCC(C(=O)O)C2CCOCC2)c(C)c1,335.395,1.946,2,84.86,7
CC(CC(=O)N(Cc1ccncc1)C1CC1)c1ccc(F)cc1F,330.372,2.835,0,33.2,6
O=C(c1cc2ccccc2c(=O)[nH]1)N1CCCC(n2ccnc2)C1,322.361,0.212,1,67.23,2
Cc1cn2c(n1)CCC(NC(=O)c1ccccc1N1CCCCC1)C2,338.447,2.337,1,50.16,3
Cc1ccc2c(c1)C(NC(=O)C1CC(O)CN1c1ccncn1)CC2,338.404,1.16,2,78.35,3
Cc1ccc(-n2nc(C(=O)N3CCN4C(=O)NC(=O)C4C3)c3c2CCC3)cc1,379.412,1.3,1,87.54,2
CCc1nnc([C@H]2CCCN(C(=O)c3cc(C)no3)[C@H]2C)o1,304.344,-0.337,0,85.26,3
COc1cc2c(cc1OC)C(CC(=O)O)N(C(=O)Cc1cscn1)CC2,376.427,0.926,1,88.96,6
Cn1nc(C(=O)Nc2ccc3c(c2F)CCNC3)ccc1=O,302.304,-0.552,2,73.8,2
O=C(NCCc1ccc2ccccc2c1)C1CCCCN1,282.38,3.239,2,41.13,4
O[C@H]1C[C@H](c2nnc[nH]2)C[C@H]1CNc1ncc(F)cn1,278.286,-0.631,3,99.61,4
