SMILES,MW (desalted),ClogP,HBD,TPSA,RotBonds
CC1CN(C(=O)C(CN)c2ccccc2)CCN1,247.336,1.326,2,58.36,3
CN1C(=O)C[C@@H](CNC(=O)c2ccc3cncn3c2)[C@@H]1c1ccncc1,349.386,0.292,1,79.6,4
C[C@@H]1CN(C)C[C@H](c2nc(-c3ccon3)no2)O1,250.254,-0.083,0,77.42,2
CC(=O)N(CC(=O)O)CC1CN(C(=O)c2cccc(F)c2Cl)CCO1,372.776,1.732,1,87.15,5
Cc1ccoc1C(=O)NCC(c1ccccc1)N1CCCC1,298.379,2.764,1,45.48,5
COC1CCN([C@H]2CCC[C@H]2NC(=O)Cc2cc(F)c(F)cc2F)C1,356.383,2.475,1,41.57,5
O=C(O)CCN(C(=O)CCC(F)(F)F)C1CCOCC1,297.271,-0.178,1,66.84,7
COc1ccc(F)cc1C(=O)N[C@@H]1CCC[C@@H]1N1CCC(O)C1,322.375,1.872,2,61.8,4
CO[C@@H]1CC(c2ncc[nH]2)N(C(=O)c2ccc3c(c2)OC(F)(F)O3)C1,351.305,2.592,1,76.68,3
CC(F)(F)CCS(=O)(=O)NCc1noc(-c2cccs2)n1,337.366,0.89,1,85.09,6
CC1CN(C(=O)c2ccccc2OCC(N)=O)CCN1,277.319,-0.008,2,84.66,4
CS(=O)(=O)CCC(=O)NC[C@@H]1C[C@H](F)CN1Cc1cccs1,348.457,0.872,1,66.48,7
CNCCc1ccccc1C(=O)N1CCCC1c1ccc(N)nn1,325.408,0.255,2,84.14,5
CCc1sc(C(=O)N2CCC[C@@H]2C(=O)O)cc1C,267.344,2.417,1,57.61,3
CN(C)c1noc(C2(C(F)(F)F)CCN(c3ccccn3)C2)n1,327.305,1.927,0,58.29,4
COC1CCN([C@H]2CCC[C@H]2NC(=O)CCOc2ccccc2F)C1,350.428,2.707,1,50.8,7
Cc1cccc2c1CN(C(=O)C1Cn3c(C)nnc3CN1C)CC2,325.408,0.897,0,54.26,1
Cn1ccnc1[C@@H]1OCCC[C@H]1CNC(=O)c1nc[nH]n1,290.321,-0.241,2,97.72,4
Cc1n[nH]c(C)c1NC(=O)CN1C[C@H](n2ccnn2)[C@H](N(C)C)C1,332.404,-0.411,2,94.97,5
CCCCOc1ncccc1CNC(=O)C(CC)CO,280.363,2.251,2,71.45,9
Cc1cc(C2CN(C(=O)C3CCCN3)CCO2)ccc1F,292.349,2.158,1,41.57,2
CO[C@@H]1CC(c2ncc[nH]2)N(Cc2ncc(Cl)cc2Cl)C1,327.209,1.696,1,54.04,4
COc1cc(F)ccc1N1CCN(C(=O)C2CCC(N)C2)CC1,321.39,2.003,1,58.8,3
NC1CCN(C(=O)CCOc2ccc(Cl)cc2Cl)C1,303.184,2.464,1,55.56,4
COC1CCN([C@H]2CCC[C@H]2N(C)C(=O)c2ccncc2C)C1,317.426,1.502,0,45.67,4
CN1CCO[C@@H](CNC(=O)c2cc3ccccc3o2)[C@@H]1c1ccnn1C,354.403,1.376,1,72.53,4
NC(=O)c1ccc(C(=O)N2C[C@H]3CCC[C@@]3(c3nc(Cc4ccccc4)no3)C2)o1,406.434,0.712,1,115.46,5
CCn1nc(C)c(CC(=O)N2CCCC(O)(CC(=O)NC)C2)c1C,336.429,-0.363,2,87.46,5
O=C(c1c[nH]nc1C1CCOC1)N1CCC(Oc2cnccn2)CC1,343.38,-0.437,1,93.23,4
CC(=O)N1CCC(C)(c2nc(-c3c4ccccc4nn3C)no2)C1,325.365,0.514,0,77.05,2
O=C(c1cc(O)nc2ccccc12)N1C[C@H](O)C[C@H]1CO,288.299,0.39,3,93.89,2
CCn1cc(NC(=O)[C@H]2CCC(=O)N(C)[C@@H]2c2ccnn2C)cn1,330.385,-0.271,1,85.05,4
CO[C@@H]1CN(C(=O)c2cccc3cn[nH]c23)C[C@H]1c1c[nH]nn1,312.327,-0.102,2,99.79,3
CO[C@@H]1CN(C(=O)c2cc(F)c(F)cc2F)C[C@H]1c1c[nH]nn1,326.274,0.408,1,71.11,3
CO[C@@H]1CN(C(=O)c2ccoc2C2CC2)C[C@H]1c1c[nH]nn1,302.328,0.056,1,84.25,4
O=C(O)C1CCN(S(=O)(=O)c2c(F)cccc2F)C1,291.271,1.467,1,74.68,2
CCc1ccc2occ(C(=O)N3CCC(O)(C(N)=O)CC3)c2c1,316.352,0.389,2,96.77,3
NC(=O)CC1(O)CCCN(Cc2ncc(C3CC3)o2)C1,279.335,-0.568,2,92.59,5
CCN1C(=O)CC[C@H](C(=O)NCCn2cc(C)cn2)[C@H]1c1ccnn1C,358.438,0.088,1,85.05,6
COCC1(C(N)=O)CCCN1C(=O)CCc1c(C)nn(C)c1C,322.403,-0.44,1,90.45,6
COc1ccc(C(=O)N(C)C[C@@H]2CCCN(C)[C@H]2c2cnn(C)c2)cc1,356.462,1.397,0,50.6,5
COc1cc(CNC(=O)[C@H]2CCC(=O)N(C)[C@@H]2c2ccnn2C)ccn1,357.407,-0.04,1,89.35,5
CNC(=O)c1cccc(C(=O)N2CCCC2(COC)C(=O)NC)c1,333.382,0.153,2,87.74,5
CO[C@@H]1CN(C(=O)c2cnc(C)nc2C(C)C)C[C@H]1c1c[nH]nn1,330.385,-0.193,1,96.89,4
COCC1(C(N)=O)CCCN1C(=O)c1cc(C(C)(C)C)nn1C,322.403,0.62,1,90.45,5
Cc1ccccc1CCC(=O)N(CCC(=O)O)C1CCOCC1,319.395,1.596,1,66.84,7
CO[C@@H]1CN(C(=O)c2cccc3[nH]c(C)nc23)C[C@H]1c1c[nH]nn1,326.353,-0.047,2,99.79,3
CNC(=O)CC1(O)CCCN(C(=O)c2ccc3c(c2)OCO3)C1,320.34,0.292,2,88.1,3
CCN1C(=O)CC[C@H](C(=O)NCCc2ccccn2)[C@H]1c1ccnn1C,355.434,-0.156,1,80.12,6
CCN1C(=O)CC[C@H](C(=O)N(C)c2cnn(C)c2)[C@H]1c1nccn1C,344.411,-0.816,0,76.26,4
COc1cc(C(=O)NC[C@@H]2CCCO[C@H]2c2cnn(C)c2)nn1C,333.386,-0.774,1,83.2,5
Cc1ncc(NC(=O)[C@H]2CCC(=O)N(C)[C@@H]2c2ccnn2C)cn1,328.369,-0.159,1,93.01,3
CNC(=O)C1(COC)CCCN1C(=O)Cc1cccnc1,291.346,-0.033,1,71.53,5
Cc1cc(NC(=O)[C@H]2CNC[C@@H]2c2cnn(C)c2C)n(C)n1,302.375,-0.579,2,76.77,3
CNCCN(C)C(=O)[C@H]1CNC[C@@H]1c1cnn(C)c1C,279.381,-0.77,2,62.19,5
O=C(c1csc2ccccc12)N1CCCC(O)CC1,275.366,1.433,1,40.54,1
CO[C@@H]1CN(C(=O)Cc2noc3ccccc23)C[C@H]1c1c[nH]nn1,327.338,-0.232,1,97.14,4
CCc1ccnc(C(=O)N2CCCC(O)(CC(=O)NC)C2)c1,305.372,0.015,2,82.53,4
Cc1c([C@H]2CNC[C@@H]2C(=O)N2CCc3c(Cl)cccc3C2)cnn1C,358.865,1.304,1,50.16,2
CN(C)c1ccc(C2CCCN2C(=O)c2cnnn2C)nn1,301.347,-0.531,0,80.04,3
CC(C)c1ccc2occ(C(=O)N3CCCC(O)(C(N)=O)C3)c2c1,330.378,1.854,2,96.77,3
Cc1ccccc1CN1CCCN(C(=O)C2CCC(=O)N2C)CC1,329.437,1.988,0,43.86,3
Cc1c([C@H]2CNC[C@@H]2C(=O)Nc2ccn(CC(F)(F)F)n2)cnn1C,356.346,-0.555,2,76.77,5
Cc1cc(NC(=O)[C@H]2CNC[C@@H]2c2cnn(C)c2C)nn1C,302.375,-0.579,2,76.77,3
CCN(Cc1ccccn1)C(=O)[C@H]1CNC[C@@H]1c1cnn(C)c1C,327.424,-0.192,1,63.05,5
O=C(O)CCN(C(=O)COc1ccc(F)cc1Cl)C1CCOCC1,359.777,1.919,1,76.07,7
O=C(O)CCN(C(=O)c1ccc(F)cc1)C1CCOCC1,295.306,0.581,1,66.84,5
CNC(=O)CC1(O)CCCN(C(=O)c2nn(C)c(C)c2Cl)C1,328.795,-0.515,2,87.46,3
Cc1c([C@H]2CNC[C@@H]2C(=O)N(C)CCc2ccc(F)cc2)cnn1C,344.426,1.294,1,50.16,5
COc1cc(C(=O)N2CCCC2c2ccc(N(C)C)nn2)nn1C,330.385,0.119,0,76.38,4
O=C(N[C@H](C(=O)O)c1ccccc1)C1CC1C1CC1,259.3,2.188,2,66.4,5
CO[C@@H]1CN(C(=O)COc2c(C)nn(C)c2C)C[C@H]1c1c[nH]nn1,334.374,-0.587,1,98.16,5
Cc1c([C@H]2CNC[C@@H]2C(=O)N(C)CCc2ccccn2)cnn1C,327.424,-0.346,1,63.05,5
CNC(=O)C1(COC)CCCN1C(=O)Cc1ccc(-n2cnnc2)cc1,357.407,0.327,1,89.35,6
Cc1c([C@H]2CNC[C@@H]2C(=O)N2CCc3cccc(F)c3C2)cnn1C,342.411,0.734,1,50.16,2
Cc1c([C@H]2CNC[C@@H]2C(=O)Nc2cnn(C)c2)cnn1C,288.348,-0.848,2,76.77,3
CN(C[C@@H]1CCCN(C)[C@H]1c1cnn(C)c1)C(=O)c1cc[nH]c1C1CC1,355.477,0.914,1,57.16,5
Cc1nnc([C@H]2CN(Cc3cnc4c(cnn4C(C)C)c3)C[C@@H](C)O2)o1,356.422,-0.1,0,82.1,4
Cc1c([C@H]2CNC[C@@H]2C(=O)N(C)CCOCc2ccccc2)cnn1C,356.462,1.353,1,59.39,7
COCC1(C(N)=O)CCCN1C(=O)c1ccco1,252.266,-0.204,1,85.77,4
CCn1cnc2c(c1=O)CCN(C1CCCN(c3ccccc3OC)C1=O)C2,382.456,1.95,0,65.45,4
CNC(=O)C1(COC)CCCN1Cc1ncnn1C,267.327,-0.901,1,72.28,5
CCN1C(=O)CC[C@H](C(=O)N(C)CCn2cccn2)[C@H]1c1nccn1C,358.438,0.046,0,76.26,6
CCc1nnc(CN2CCCC2(COC)C(=O)NC)o1,282.339,-0.766,1,80.49,6
CCN1C(=O)CC[C@H](C(=O)NCCn2ccnc2C)[C@H]1c1ccnn1C,358.438,-0.32,1,85.05,6
CC(=O)N1CCC(C(=O)NCc2nnc3n2CCCCC3)CC1,319.402,-2.213,1,80.12,3
COCc1cccc(C(=O)N2CCCC(c3n[nH]cc3NC(C)=O)C2)c1,356.419,-0.074,2,87.32,5
Cc1nnc([C@H]2CN(C(=O)c3cccc4[nH]cnc34)C[C@@H](C)O2)o1,327.338,-0.683,1,97.14,2
O=C(c1c[nH]nc1C1CCOC1)N1CCC(COc2ccccn2)CC1,356.419,1.009,1,80.34,5
COCc1cccc(C(=O)N2CCCC2(COC)C(N)=O)c1,306.357,0.418,1,81.86,6
CN1C(=O)CC[C@H](C(=O)NCc2cccc(CO)c2)[C@H]1c1ccnn1C,356.419,-0.401,2,87.46,5
CNC(=O)C1(COC)CCCN1C(=O)c1cc(-c2ccccn2)no1,344.365,0.356,1,97.56,5
Cc1cnc(NC(=O)[C@H]2CC(=O)N(C3CC3)[C@@H]2c2cnn(C)c2C)o1,343.38,0.613,1,93.26,4
CNC(=O)C1(COC)CCCN1C(=O)c1cc(C#N)ccn1,302.328,-0.574,1,95.32,4
CCn1cc(C2CSCCN2CC(=O)OC)cn1,269.363,1.315,0,47.36,5
CN1C(=O)CC[C@H](C(=O)N2CCc3cccc(F)c32)[C@H]1c1ccnn1C,356.394,1.208,0,58.44,2
Cc1nc(C2CC2)oc1C(=O)N1CCC(c2nc(C3CC3)no2)C1,328.366,-0.309,0,85.26,4
CCn1cc([C@H]2OCC[C@@H]2NC(=O)c2cncn2C)cn1,289.333,0.016,1,73.97,4
O=C(c1cc[nH]c(=O)c1)N1CCCC(CO)(c2ccccc2)C1,312.363,-0.332,2,69.64,3
O=C(Cc1ccc2c(c1)OCO2)NC[C@@H]1C[C@H](F)CN1c1cccnn1,358.367,1.419,1,76.58,5
COc1cccnc1CNC(=O)[C@H]1CCC(=O)N(C)[C@@H]1c1ccnn1C,357.407,-0.44,1,89.35,5
CCN1C(=O)C[C@H](C(=O)NCCn2ccnc2)[C@H]1c1cnn(C)c1C,344.411,0.352,1,85.05,6
CNC(=O)C1(COC)CCCN1C(=O)c1ccco1,266.293,0.156,1,71.78,4
CC(CO)N1CCCN(c2nc(N)c3cnn(C)c3n2)CC1,305.379,0.0,2,96.33,3
CSCC(=O)N(CCC(=O)O)C1CCOCC1,261.338,-0.058,1,66.84,6
CCc1c(C(=O)N2CCC(CNC)C2)cnn1-c1ccccn1.Cl.Cl,313.397,-0.132,1,63.05,5
NC(=O)CC1(O)CCCN(C(=O)c2ccc(N3CCOCC3)cc2)C1,347.409,-0.368,2,96.1,4
Cc1nnc([C@H]2CN(C(=O)c3cccnc3N3CCCC3)C[C@@H](C)O2)o1,357.407,-0.701,0,84.59,3
CCc1ccc(NS(=O)(=O)c2cnn(C3CCOCC3)c2)c(C(=O)O)c1,379.431,2.349,2,110.52,5
CCOc1ccc(C(C)NC(=O)C2CC2C(=O)O)cc1OC,307.342,2.27,2,84.86,7
O=C(N[C@H]1C[C@@H](O)[C@@H]1n1cccn1)c1cc2n(n1)CCC2,287.317,0.395,2,84.97,3
CN(C)CCNC(=O)[C@H]1CCC(=O)N(C2CC2)[C@@H]1c1ccnn1C,333.429,-0.146,1,70.47,6
Cc1ccc2nc(C)c(C(=O)N3CCCCC3CN)cc2c1.Cl.Cl,297.395,2.716,1,59.22,2
CCc1nn(C)c(CC)c1CN1C[C@H](OC)CC1c1ncc[nH]1,317.429,1.265,1,58.97,6
CCn1ccnc1CN(C(=O)Cn1cn[nH]c1=O)C1CC12CCNCC2,359.426,-0.524,2,94.86,6
O=C(CCOCC1CC1)N(Cc1ccsc1)C1CC12CCNCC2,348.503,2.11,1,41.57,8
CN1C(=O)CC[C@H](C(=O)Nc2ccn3ccnc3c2)[C@H]1c1nccn1C,352.39,0.309,1,84.53,3
O=C(c1cncc2ccccc12)N1C[C@H](O)C[C@H]1CO,272.299,-0.189,2,73.66,2
CC(C)c1nn(C)cc1NC(=O)N1CCCCCC1c1ccncc1,341.451,1.449,1,63.05,3
CC1CN(C(=O)COc2ccc(F)cc2F)CCN1.Cl,270.275,2.152,1,41.57,3
Cc1ccc(S(=O)(=O)N2CCC(N)CC2C)cc1F,286.366,1.704,1,63.4,1
CN(C(=O)[C@H]1CCC(=O)N(C2CC2)[C@@H]1c1ccnn1C)c1ccccn1,353.418,-0.193,0,71.33,4
Cc1c([C@@H]2[C@@H](C(=O)NCCc3ccon3)CC(=O)N2C)cnn1C,331.37,-0.498,1,93.26,5
CCc1noc(C)c1CN1C[C@H](OC)CC1c1ncc[nH]1,290.361,0.6,1,67.18,5
COC1(CCNC(=O)[C@H]2CCC(=O)N(C)[C@@H]2c2nccn2C)CCC1,348.44,0.041,1,76.46,6
Cc1c([C@H]2CN(Cc3cc(C#N)ccc3F)C[C@@H]2C(N)=O)cnn1C,341.383,0.324,1,87.94,4
Cn1ccnc1[C@@H]1OCCC[C@H]1CNC(=O)c1cnc[nH]1,289.333,-0.016,2,84.83,4
CN1CCN(C(=O)CN2CCC(Oc3ccc(C#N)cn3)C2)CC1,329.397,1.563,0,72.7,4
Cc1ccncc1CCCN1CCOC(CN(C)CC(N)=O)C1,320.43,0.796,1,71.69,8
CO[C@@H]1CN(C(=O)Cc2n[nH]c3ccccc23)C[C@H]1c1c[nH]nn1,326.353,-0.112,2,99.79,4
Cc1noc(C)c1C(C)(C)C(=O)N[C@H]1C[C@@H](O)[C@@H]1n1cccn1,318.371,0.967,2,93.18,4
Cn1ccnc1C1CCCN1C(=O)CCc1ccc2[nH]ccc2c1,322.404,0.912,1,53.92,4
Cc1c([C@@H]2[C@@H](C(=O)NCc3cccc(CO)c3)CC(=O)N2C)cnn1C,356.419,0.435,2,87.46,5
CC(C)CC(C)(C)C(=O)N1CCC(C2CCNC2)CC1,280.449,2.247,1,32.34,4
CC1CC(C(=O)OC(C)(C)C)CN(C(=O)c2ccn(C)c(=O)c2)C1,334.41,1.53,0,66.92,4
CNC(=O)CC1(O)CCCN(c2nc3ccccc3cc2CO)C1,329.394,0.844,3,85.69,4
COc1ccc(F)c(CN2C[C@H](OC)CC2c2ncc[nH]2)c1,305.347,1.856,1,50.38,5
N#Cc1ccc(CNC(=O)[C@H]2CCO[C@@H]2c2cnn(Cc3ccccc3)c2)c(F)c1,404.437,2.28,1,79.94,6
Cc1cc(C(=O)N2CCCCC2C(C)N)n[nH]1,236.313,0.749,2,75.01,2
CCc1onc(C)c1C(=O)N(C)C[C@@H]1OCCN(C)[C@H]1c1ccccc1,357.447,2.397,0,58.81,5
CC1CC(N)CCN1S(=O)(=O)c1ccc(C(F)(F)F)cc1Cl,356.792,2.358,1,63.4,2
Cc1c(C(=O)N[C@H]2C[C@@H](O)[C@@H]2n2cccn2)oc2ccccc12,311.335,2.291,2,80.29,3
CCn1nccc1S(=O)(=O)NC[C@@H]1CCCO[C@H]1c1cnn(C)c1,353.44,0.082,1,91.04,5
COc1ccncc1CNC(=O)[C@@H]1CCCO[C@H]1c1cn[nH]c1,316.355,0.082,2,89.13,5
CCc1c(C(=O)N2CCC(C)(C(=O)O)C2)cnn1-c1ccccc1,327.378,2.279,1,75.43,4
O=C(CCOCC(F)F)N(Cc1ccsc1)C1CC12CCNCC2,358.446,1.712,1,41.57,8
CO[C@@H]1CC(c2ncc[nH]2)N(Cc2cnc(C3CC3)nc2)C1,299.371,0.143,1,66.93,5
O=C(CNCC1CCCO1)N(Cc1nccs1)C1CC12CCNCC2,364.506,0.089,2,66.49,7
O=C(O)CCC1CCCN(C(=O)c2ccccc2Cl)C1,295.761,2.22,1,57.61,4
Cc1cc(C(=O)N(C)C[C@@H]2OCCN(C)[C@H]2c2ccccc2)on1,329.394,1.445,0,58.81,4
O=C(COc1ccc(F)cc1Cl)N[C@H]1C[C@@H](O)[C@@H]1n1cccn1,339.749,2.915,2,76.38,5
CCn1cc([C@@H]2OCC[C@H]2CNc2nc3c(cc2C#N)CCC3)cn1,337.419,2.307,1,75.76,5
Cc1cnn(C)c1S(=O)(=O)NC[C@@H]1CCCO[C@H]1c1cnn(C)c1,353.44,-0.178,1,91.04,4
COc1ccc(Cl)c(S(=O)(=O)N[C@@H]2CNC[C@@H]2n2ccnn2)c1,357.816,1.293,2,98.14,4
CN1C(=O)C[C@@H](CNC(=O)c2cc(C3CC3)no2)[C@@H]1c1ccncc1,340.376,0.02,1,88.33,5
CO[C@@H]1CC(c2ncc[nH]2)N(C(=O)Cc2cccc(Cl)c2F)C1,337.776,1.648,1,58.22,4
N[C@H]1CCN(C(=O)CCOc2cccc(Cl)c2)C1,268.739,1.932,1,55.56,4
CC(C)n1ccc(C(=O)N2CCC(CC3CC3)C2)n1,261.363,1.974,0,38.13,4
Cn1nc(C(F)(F)F)cc1CNC(=O)N1CC(N)C2(CCC2)C1,331.337,1.53,2,76.18,3
CCc1cccnc1C(=O)NC[C@@H]1CC(=O)N(C)[C@H]1c1cccnc1,338.404,0.106,1,75.19,5
c1ccc(CC2CCN(c3ccccc3)CC2)cc1,251.366,4.917,0,3.24,3
Cc1nc(-c2ccccc2)oc1C(=O)N[C@H]1C[C@@H](O)[C@@H]1n1cccn1,338.361,2.022,2,93.18,4
Cc1ccc(C(=O)N(C)C[C@@H]2CCCN(C)[C@H]2c2cnn(C)c2)cc1F,358.453,1.675,0,41.37,4
COc1ccc(Cl)cc1CC(=O)N[C@@H]1CNC[C@@H]1n1ccnn1,335.789,1.295,2,81.07,5
c1ccc(-c2nnc(NC3CCCCC3)o2)cc1,243.304,3.68,1,50.95,3
CO[C@@H]1CC(c2ncc[nH]2)N(c2ncc(F)cn2)C1,263.271,-0.305,1,66.93,3
Cc1nn(C)c(C)c1[C@H]1OCC[C@@H]1NC(=O)c1cc(C#N)c[nH]1,313.354,0.123,2,95.73,3
CNC(=O)CC1(O)CCCN(c2nc3ccccc3c(=O)[nH]2)C1,316.355,-0.185,3,94.03,3
CC(C)Cn1cc(NC(=O)N2CCN(c3ncccn3)CC2)cn1,329.4,1.136,1,79.18,4
CCn1ccnc1[C@@H]1OCCC[C@H]1C(=O)N(C)CC(=O)NC,308.376,-0.515,1,76.46,5
CN1C(=O)CC[C@@H](NC(=O)c2cccc3[nH]cnc23)[C@@H]1c1nccn1C,352.39,0.175,2,95.91,3
CO[C@H]1C[C@@H](C(N)=O)N(Cc2cc(Cl)ccc2F)C1,286.73,1.802,1,55.56,4
CC1(OCC(=O)N(Cc2nccs2)C2CC23CCNCC3)CNC1,350.479,0.259,2,66.49,6
CO[C@@H]1CC(c2ncc[nH]2)N(Cc2c(C)noc2C)C1,276.334,0.071,1,67.18,4
COCCCOCCC(=O)N(Cc1nccs1)C1CC12CCNCC2,367.506,0.35,1,63.69,10
CO[C@@H]1CC(c2ncc[nH]2)N(Cc2cc(Cl)cc3c2OCC3)C1,333.813,2.561,1,50.38,4
O=C(N[C@@H]1CCC[C@@H]1N1CCC(O)C1)c1cccc(F)c1F,310.339,1.447,2,52.57,3
Cc1noc(CC2(O)CCCN(c3ccc(C#N)nc3)C2)n1,299.328,0.008,1,99.07,3
O=C(NC[C@]12CNC[C@@]1(C(F)(F)F)C2)c1ccccc1Cl,318.722,1.353,2,41.13,4
CN1C(=O)CC[C@@H](NC(=O)c2cnn3ccccc23)[C@@H]1c1ccnn1C,352.39,0.215,1,84.53,3
Cc1nn(C)c(C)c1[C@H]1OCC[C@@H]1NC(=O)C1CCC(O)CC1,321.415,-0.794,2,76.38,3
CC(C)N1CC(C(=O)NC(CC(=O)O)c2cccs2)CC1=O,324.395,1.82,2,86.71,6
CN1C(=O)CC[C@H](C(=O)Nc2ccc(C3CC3)nn2)[C@H]1c1nccn1C,354.406,-0.131,1,93.01,4
Cc1cccc(C)c1OCC(=O)N1CCOC(C(=O)O)C1,293.315,2.032,1,76.07,4
CC(=O)N(CC(=O)O)CC1CN(C(=O)C(C)N2CCCCCC2)CCO1,369.456,-0.199,1,90.39,6
CO[C@@H]1CC(c2ncc[nH]2)N(Cc2ccc(C3CC3)cc2)C1,297.395,2.597,1,41.15,5
Cc1c(F)cccc1C(=O)N[C@@H]1CCC[C@@H]1N1CCC(O)C1,306.375,1.964,2,52.57,3
COc1cnccc1-c1noc([C@H]2OCC[C@H]2Cn2cccn2)n1,327.338,-0.115,0,88.09,5
Cc1[nH]c2ccc(C(=O)NCC(=O)NC3CC3)cc2c1C,285.341,1.72,3,73.99,4
Cc1nc(C(=O)N(CCC(=O)O)C2CCOCC2)cs1.Cl,298.358,-0.411,1,79.73,5
Cn1cc([C@@H]2OCC[C@H]2CNCc2c[nH]nc2-c2ccccc2F)cn1,355.409,1.606,2,67.76,6
Cc1ccc(C(=O)c2ccccc2C(=O)N2CCOC(CC(=O)O)C2)cc1,367.395,2.335,1,83.91,5
CC(NC(=O)CC1CCN(C)CC1)c1cc(F)ccc1N1CCC(O)CC1,377.496,0.831,2,55.81,5
CO[C@H]1C[C@@H](C(N)=O)N(Cc2c(F)cccc2Cl)C1,286.73,1.802,1,55.56,4
CSCCC(N)C(=O)N1CCOC(c2ccc(F)c(F)c2)C1.Cl,330.393,1.176,1,55.56,5
Cc1ccc(CCC(C)NC(=O)N2CCCC(c3nccs3)C2)o1,347.475,2.823,1,58.37,5
O=C(O)C1COCCN1C(=O)c1ccnc(OCC(F)(F)F)c1,334.248,1.142,1,88.96,5
COCc1cccc(C(=O)N2CC3CCCC3C2C(=O)O)c1,303.353,1.834,1,66.84,4
O=C(O)CN(C(=O)c1ccoc1)C1CCOCC1,253.251,-0.368,1,79.98,4
COc1ncc(Cl)c(NC[C@@H]2CC(=O)N(C)[C@H]2c2cccnc2)n1,347.799,1.155,1,80.24,5
Cn1cc([C@@H]2OCC[C@H]2CNc2nc3ccccc3cc2CO)cn1,338.404,1.824,2,72.2,5
CC(OCC1CCCO1)C(=O)N1CCCC1C(=O)O,271.31,0.908,1,76.07,5
Cc1noc([C@@H]2[C@@H](C)OCCN2Cc2cc(Cl)ccc2F)n1,325.766,2.583,0,51.39,3
COc1ccc(C(C)C(=O)N2CC(N(C)CC(=O)O)[C@H](O)C2)cc1,336.383,0.238,2,90.31,6
CCN1CCO[C@@H](CNC(=O)c2c[nH]c(=O)cc2C)[C@@H]1c1ccccc1,355.431,1.259,2,70.67,5
CN(CCCC(=O)NC(N)=O)Cc1cc2ccccc2o1,289.33,2.115,2,88.57,6
CC(F)(F)c1cccc(NC(N)=O)c1,200.185,1.569,2,55.12,2
O=C(O)c1ccc(CNC(=O)C2(c3ccc(F)cc3)CCOCC2)o1,347.338,1.402,2,88.77,5
CCOc1ccnc(N2CCCN(C(C)C(=O)O)CC2)n1.Cl,294.349,0.374,1,78.79,5
CN1C(=O)C[C@@H](CNC2CC(c3cccc(F)c3)C2)[C@@H]1c1cccnc1,353.433,1.657,1,45.23,5
CCc1c(C(=O)N2CCC(C(=O)O)CC2)cnn1Cc1ccccc1,341.404,1.442,1,75.43,5
O=C(O)CC1CN(C(=O)COC2CCCCC2)CCO1,285.336,1.292,1,76.07,5
CC(C)n1nccc1[C@@H]1OCCC[C@H]1C(=O)NCc1ccc(OCC2CC2)nc1,398.499,2.309,1,78.27,8
COCc1ccc(C(=O)N2CCCC2C(=O)O)cc1,263.289,0.961,1,66.84,4
C[C@H]1OCCN(Cc2ccnn2C)[C@@H]1C(N)=O,238.286,-0.493,1,73.38,3
Cc1ccc(C)c(C2CN(C(=O)c3cn[nH]c3)C(C)CO2)c1,299.368,2.533,1,58.22,2
c1cc2c(cc1-c1csc(CN3CCOCC3)n1)OCCO2,318.391,2.331,0,43.82,3
O=C(c1cc[nH]c1C1CC1)N1CCNC(c2cccc(Cl)c2)C1,329.824,2.986,2,48.13,3
Cc1cc(C(=O)N2CCO[C@H](C)[C@H]2c2nc(C3CC3)no2)[nH]n1,317.343,0.354,1,97.14,3
Cc1c(Cl)cnc(NC[C@@H]2CC(=O)N(C)[C@H]2c2cccnc2)c1C#N,355.821,1.795,1,81.91,4
Cc1ccc(C(=O)N2CCOC(CC(=O)O)C2)cc1C,277.316,1.471,1,66.84,3
NC(=O)Cc1ccc(OCC(=O)N2CCC[C@@H]2C(=O)O)cc1,306.314,0.13,2,109.93,6
Cc1ccccc1C(=O)NC1CCNCC1C,232.321,1.151,2,41.13,2
C[C@H]1OCCN(Cc2cccc(-c3cccnc3)c2)[C@@H]1C(N)=O,311.378,1.783,1,68.45,4
CC(C)(C)c1cccc(OCCNC(=O)N2C3CCC2CC(O)C3)c1,346.464,2.928,2,61.8,5
COC(=O)c1cccc(OCCn2nnnc2C)c1,262.265,1.824,0,79.13,6
CNS(=O)(=O)CC(=O)N1CCCC1Cc1cc(F)ccc1F,332.366,1.656,1,66.48,4
Cc1nnc([C@H]2CN(Cc3ncnn3CC(C)C)C[C@@H](C)O2)o1,320.39,-0.741,0,82.1,5
CCOC1CN(C(=O)[C@H]2CCC(=O)N(C)[C@@H]2c2ccnn2C)C1,320.387,0.372,0,67.67,4
CC1CN(C(=O)c2cccc(OCC(N)=O)c2)CCN1.Cl,277.319,-0.008,2,84.66,4
CC(C)(NC(=O)c1cc(N2CCCC2=O)ccc1F)C(=O)O,308.305,1.166,2,86.71,4
CCc1c(C(=O)N2CCC(C(=O)O)C2)cnn1C(C)(C)C,293.361,1.057,1,75.43,4
CO[C@H]1C[C@@H](C(=O)NCc2ccc(N3CCOCC3)nc2)N(C)C1,334.413,-0.142,1,66.93,5
O=C1Nc2ccccc2CCC1N1CCN(C(=O)CCC2CCCC2)CC1,369.5,3.847,1,52.65,4
COC(=O)c1ccc(OCCn2nnnc2C)c(Cl)c1,296.71,2.356,0,79.13,6
